T11,Intentional homicides and other crimes,,,,,
492,Monaco,2005,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2005,"Theft at the national level, rate per 100,000 population",957.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2006,"Intentional homicide rates per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2006,"Assault rate per 100,000 population",409.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2006,"Kidnapping at the national level, rate per 100,000",5.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2006,"Theft at the national level, rate per 100,000 population","1,012.0",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2010,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Intentional homicide rates per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Percentage of male and female intentional homicide victims, Male",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Percentage of male and female intentional homicide victims, Female",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Assault rate per 100,000 population",522.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Kidnapping at the national level, rate per 100,000",2.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Theft at the national level, rate per 100,000 population","1,442.1",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Robbery at the national level, rate per 100,000 population",31.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2015,"Total Sexual Violence at the national level, rate per 100,000",15.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2016,"Kidnapping at the national level, rate per 100,000",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2016,"Theft at the national level, rate per 100,000 population","1,092.7",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
492,Monaco,2016,"Total Sexual Violence at the national level, rate per 100,000",13.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2005,"Intentional homicide rates per 100,000",15.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2005,"Assault rate per 100,000 population",118.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2005,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2005,"Theft at the national level, rate per 100,000 population",264.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2005,"Total Sexual Violence at the national level, rate per 100,000",13.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Intentional homicide rates per 100,000",8.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Percentage of male and female intentional homicide victims, Male",12.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Percentage of male and female intentional homicide victims, Female",4.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Assault rate per 100,000 population",214.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Theft at the national level, rate per 100,000 population",212.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Robbery at the national level, rate per 100,000 population",19.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2010,"Total Sexual Violence at the national level, rate per 100,000",13.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Intentional homicide rates per 100,000",6.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Percentage of male and female intentional homicide victims, Male",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Percentage of male and female intentional homicide victims, Female",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Assault rate per 100,000 population",14.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Theft at the national level, rate per 100,000 population",363.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Robbery at the national level, rate per 100,000 population",39.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2017,"Total Sexual Violence at the national level, rate per 100,000",12.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2018,"Intentional homicide rates per 100,000",6.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2018,"Percentage of male and female intentional homicide victims, Male",9.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2018,"Percentage of male and female intentional homicide victims, Female",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2018,"Assault rate per 100,000 population",10.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2018,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
496,Mongolia,2018,"Theft at the national level, rate per 100,000 population",423.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2005,"Intentional homicide rates per 100,000",3.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2005,"Assault rate per 100,000 population",25.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2005,"Theft at the national level, rate per 100,000 population",249.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2005,"Total Sexual Violence at the national level, rate per 100,000",5.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Percentage of male and female intentional homicide victims, Male",2.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Percentage of male and female intentional homicide victims, Female",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Assault rate per 100,000 population",30.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Kidnapping at the national level, rate per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Theft at the national level, rate per 100,000 population",84.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2010,"Total Sexual Violence at the national level, rate per 100,000",5.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Percentage of male and female intentional homicide victims, Male",3.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Percentage of male and female intentional homicide victims, Female",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Assault rate per 100,000 population",23.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Kidnapping at the national level, rate per 100,000",0.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Theft at the national level, rate per 100,000 population",80.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Robbery at the national level, rate per 100,000 population",18.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2017,"Total Sexual Violence at the national level, rate per 100,000",3.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2018,"Intentional homicide rates per 100,000",2.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
499,Montenegro,2018,"Percentage of male and female intentional homicide victims, Male",3.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed July 2021."
